llm,topic,rarity,sentence,atomic_fact,human_label,method_a_pred,method_b_pred,method_c_pred,retrieved_evidence,method_a_confidence,method_b_confidence,method_c_confidence
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Thijs van Leer was a member of Focus.,0,,,,,,,
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Thijs van Leer was a keyboardist.,0,,,,,,,
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Thijs van Leer was a vocalist.,0,,,,,,,
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Thijs van Leer was a songwriter.,0,,,,,,,
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Hans Cleuver was a member of Focus.,0,,,,,,,
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Hans Cleuver was a drummer.,0,,,,,,,
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Jan Akkerman was a member of Focus.,0,,,,,,,
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Jan Akkerman was a guitarist.,0,,,,,,,
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Bobby Jacobs was a member of Focus.,0,,,,,,,
InstructGPT,Focus...,very rare,"Focus is an English rock band formed in 1969 by keyboardist/vocalist and songwriter Thijs van Leer, drummer Hans Cleuver, guitarist Jan Akkerman, and bassist Bobby Jacobs.",Bobby Jacobs was a bassist.,0,,,,,,,
InstructGPT,Focus...,very rare,"Their music is characterised by van Leer's accomplished use of the classical flute, acoustic guitar, and organ, combined with Akkerman's jazz-inspired, blues rock influenced guitar style.",Their music is characterised by van Leer's use of the classical flute.,0,,,,,,,
InstructGPT,Focus...,very rare,"Their music is characterised by van Leer's accomplished use of the classical flute, acoustic guitar, and organ, combined with Akkerman's jazz-inspired, blues rock influenced guitar style.",Van Leer's use of the classical flute is a accomplished.,0,,,,,,,
InstructGPT,Focus...,very rare,"Their music is characterised by van Leer's accomplished use of the classical flute, acoustic guitar, and organ, combined with Akkerman's jazz-inspired, blues rock influenced guitar style.",Their music is characterised by van Leer's use of the acoustic guitar.,0,,,,,,,
InstructGPT,Focus...,very rare,"Their music is characterised by van Leer's accomplished use of the classical flute, acoustic guitar, and organ, combined with Akkerman's jazz-inspired, blues rock influenced guitar style.",Van Leer's use of the acoustic guitar is accomplished.,0,,,,,,,
InstructGPT,Focus...,very rare,"Their music is characterised by van Leer's accomplished use of the classical flute, acoustic guitar, and organ, combined with Akkerman's jazz-inspired, blues rock influenced guitar style.",Their music is characterised by van Leer's use of the organ.,0,,,,,,,
InstructGPT,Focus...,very rare,"Their music is characterised by van Leer's accomplished use of the classical flute, acoustic guitar, and organ, combined with Akkerman's jazz-inspired, blues rock influenced guitar style.",Van Leer's use of the organ is accomplished.,0,,,,,,,
InstructGPT,Focus...,very rare,"Their music is characterised by van Leer's accomplished use of the classical flute, acoustic guitar, and organ, combined with Akkerman's jazz-inspired, blues rock influenced guitar style.",Their music is characterised by Akkerman's jazz-inspired guitar style.,0,,,,,,,
InstructGPT,Focus...,very rare,"Their music is characterised by van Leer's accomplished use of the classical flute, acoustic guitar, and organ, combined with Akkerman's jazz-inspired, blues rock influenced guitar style.",Their music is characterised by Akkerman's blues rock influenced guitar style.,0,,,,,,,
InstructGPT,Focus...,very rare,"The band has had a number of line-up changes over the years, with van Leer being the only constant member.",The band has had a number of line-up changes.,0,,,,,,,
InstructGPT,Focus...,very rare,"The band has had a number of line-up changes over the years, with van Leer being the only constant member.",The band has had line-up changes over the years.,0,,,,,,,
InstructGPT,Focus...,very rare,"The band has had a number of line-up changes over the years, with van Leer being the only constant member.",Van Leer is the only constant member.,0,,,,,,,
InstructGPT,Focus...,very rare,"Their greatest commercial success was the 1971 single ""Hocus Pocus"" which reached the top 10 in the UK Singles Chart.","Their greatest commercial success was ""Hocus Pocus"".",0,,,,,,,
InstructGPT,Focus...,very rare,"Their greatest commercial success was the 1971 single ""Hocus Pocus"" which reached the top 10 in the UK Singles Chart.","""Hocus Pocus"" was a single.",0,,,,,,,
InstructGPT,Focus...,very rare,"Their greatest commercial success was the 1971 single ""Hocus Pocus"" which reached the top 10 in the UK Singles Chart.","""Hocus Pocus"" was released in 1971.",0,,,,,,,
InstructGPT,Focus...,very rare,"Their greatest commercial success was the 1971 single ""Hocus Pocus"" which reached the top 10 in the UK Singles Chart.","""Hocus Pocus"" reached the top 10 in the UK Singles Chart.",0,,,,,,,
InstructGPT,Focus...,very rare,"They are also well known for the singles ""Sylvia"" and ""House of the King"".","They are well known for the single ""Sylvia"".",0,,,,,,,
InstructGPT,Focus...,very rare,"They are also well known for the singles ""Sylvia"" and ""House of the King"".","They are well known for the single ""House of the King"".",0,,,,,,,
InstructGPT,Focus...,very rare,Focus split up in 1978 but reunited in 2002 and have since been touring and releasing albums.,Focus split up in 1978.,0,,,,,,,
InstructGPT,Focus...,very rare,Focus split up in 1978 but reunited in 2002 and have since been touring and releasing albums.,Focus reunited in 2002.,0,,,,,,,
InstructGPT,Focus...,very rare,Focus split up in 1978 but reunited in 2002 and have since been touring and releasing albums.,Focus has been touring since their reunion in 2002.,0,,,,,,,
InstructGPT,Focus...,very rare,Focus split up in 1978 but reunited in 2002 and have since been touring and releasing albums.,Focus has been releasing albums since their reunion in 2002.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,Gerhard Fischer (1936-present) is an Austrian inventor and computer scientist.,Gerhard Fischer was born in 1936.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,Gerhard Fischer (1936-present) is an Austrian inventor and computer scientist.,Gerhard Fischer is Austrian.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,Gerhard Fischer (1936-present) is an Austrian inventor and computer scientist.,Gerhard Fischer is an inventor.,1,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,Gerhard Fischer (1936-present) is an Austrian inventor and computer scientist.,Gerhard Fischer is a computer scientist.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,"He is most well-known for inventing the Fischer Computer, a computer system used in the late 1970s to support the development of educational software.",He is most well-known for inventing the Fischer Computer.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,Fischer is also known for his work in the field of artificial intelligence and intelligent user interfaces.,Fischer is known for his work in the field of artificial intelligence.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,Fischer is also known for his work in the field of artificial intelligence and intelligent user interfaces.,Fischer is known for his work in the field of intelligent user interfaces.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,"He has written extensively on the topics of user interface design, computer-supported cooperative work, and technology-supported learning.",He has written extensively.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,"He has written extensively on the topics of user interface design, computer-supported cooperative work, and technology-supported learning.",He has written extensively on the topics of user interface design.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,"He has written extensively on the topics of user interface design, computer-supported cooperative work, and technology-supported learning.",He has written extensively on the topics of computer-supported cooperative work.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,"He has written extensively on the topics of user interface design, computer-supported cooperative work, and technology-supported learning.",He has written extensively on the topics of technology-supported learning.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,He has held professorships at several universities and is currently the director of the Center for Lifelong Learning and Design at the University of Colorado Boulder.,He has held professorships.,0,,,,,,,
InstructGPT,Gerhard Fischer (inventor),very rare,He has held professorships at several universities and is currently the director of the Center for Lifelong Learning and Design at the University of Colorado Boulder.,He is currently a director.,0,,,,,,,
InstructGPT,Carolina Portesi Peroni,very rare,Carolina Portesi Peroni is an Italian fashion designer and entrepreneur.,Carolina Portesi Peroni is Italian.,1,,,,,,,
InstructGPT,Carolina Portesi Peroni,very rare,Carolina Portesi Peroni is an Italian fashion designer and entrepreneur.,Carolina Portesi Peroni is a fashion designer.,0,,,,,,,
InstructGPT,Carolina Portesi Peroni,very rare,Carolina Portesi Peroni is an Italian fashion designer and entrepreneur.,Carolina Portesi Peroni is an entrepreneur.,0,,,,,,,
InstructGPT,Carolina Portesi Peroni,very rare,"She is the founder and CEO of Carolina Portesi, a luxury fashion house in Milan, Italy.",She is the founder of Carolina Portesi.,0,,,,,,,
InstructGPT,Carolina Portesi Peroni,very rare,"She is the founder and CEO of Carolina Portesi, a luxury fashion house in Milan, Italy.",She is the CEO of Carolina Portesi.,0,,,,,,,
InstructGPT,Carolina Portesi Peroni,very rare,"She has been featured in publications such as Vogue and Elle, and has collaborated with some of the world's most prestigious brands.",She has been featured in publications.,0,,,,,,,
InstructGPT,Carolina Portesi Peroni,very rare,"She has been featured in publications such as Vogue and Elle, and has collaborated with some of the world's most prestigious brands.",She has been featured in Vogue.,0,,,,,,,
InstructGPT,Carolina Portesi Peroni,very rare,"She has been featured in publications such as Vogue and Elle, and has collaborated with some of the world's most prestigious brands.",She has been featured in Elle.,0,,,,,,,
InstructGPT,Carolina Portesi Peroni,very rare,"She has been featured in publications such as Vogue and Elle, and has collaborated with some of the world's most prestigious brands.",She has collaborated with some of the world's most prestigious brands.,0,,,,,,,
